gid,__gid,region,line_name,voltage,capacity_mw,current_load_mw,length_km,no_of_ckt,condu_type,bundl_type,ntr_line,owner,status,ckt_comm_y,impl_mode,nip_id,opgw,fbr_comm_y,opgw_ckt,owner_opgw,t_fbr_opgw,fbr_pwr_ap,fbr_tel_se,sy_ps_loca,symbology,source_gid,selection_basis,inside_study_area_length_km_calculated,source_geometry_length_km_calculated,geometry_wkt
10783,20783,NR,Mock Mundka - Bamnoli 400 kV S/C Line 0783,400 kV,1000,0.0,16.822,1,ACSR Zebra,Quad,ISTS,Mock Delhi Transmission Utility,Under Construction,June 2026,RTM,MOCK-NIP-00783,Yes,June 2026,1.0,Mock Delhi Transmission Utility,12.0,8.0,18.0,"Mock coordinates: Mundka (28.68000N, 76.98000E) to Bamnoli (28.53000N, 77.00000E)",400 kV (Under Construction),10783,Synthetic geometry constrained to approximate Delhi NCT study area,16.822,16.822,"LINESTRING (76.980000 28.680000, 76.985166 28.603031, 77.000000 28.530000)"
10784,20784,NR,Mock Najafgarh - Dwarka 400 kV D/C Line 0784,400 kV,1800,0.0,6.244,2,ACSR Zebra,Twin Moose,ISTS,Mock Delhi Transmission Utility,Planned,December 2028,TBCB,MOCK-NIP-00784,No,December 2028,,,,,,"Mock coordinates: Najafgarh (28.61000N, 76.98000E) to Dwarka (28.59000N, 77.03000E)",400 kV (Planned),10784,Synthetic geometry constrained to approximate Delhi NCT study area,6.244,6.244,"LINESTRING (76.980000 28.610000, 76.989185 28.611497, 77.016872 28.610614, 77.025395 28.596436, 77.030000 28.590000)"
10785,20785,NR,Mock Bamnoli - Lodhi Road 220 kV D/C Line 0785,220 kV,650,0.0,22.521,2,AAAC,Single,Intra-State,Mock North Delhi Transmission Co.,Under Construction,December 2025,TBCB,MOCK-NIP-00785,No,December 2025,,,,,,"Mock coordinates: Bamnoli (28.53000N, 77.00000E) to Lodhi Road (28.59000N, 77.22000E)",220 kV (Under Construction),10785,Synthetic geometry constrained to approximate Delhi NCT study area,22.521,22.521,"LINESTRING (77.000000 28.530000, 77.125960 28.569109, 77.220000 28.590000)"
10786,20786,NR,Mock Mundka - Vasant Kunj 400 kV D/C Line 0786,400 kV,1550,1236.2,23.475,2,ACSR Zebra,Quad,Intra-State,Mock Inter-State Grid Delhi,Commissioned,2021,RTM,MOCK-NIP-00786,Yes,2021,2.0,Mock Inter-State Grid Delhi,18.0,6.0,24.0,"Mock coordinates: Mundka (28.68000N, 76.98000E) to Vasant Kunj (28.54000N, 77.16000E)",400 kV (Commissioned),10786,Synthetic geometry constrained to approximate Delhi NCT study area,23.475,23.475,"LINESTRING (76.980000 28.680000, 77.062148 28.616743, 77.160000 28.540000)"
10787,20787,NR,Mock Mayur Vihar - Ridge 400 kV S/C Line 0787,400 kV,1050,0.0,14.983,1,ACSR Zebra,Twin Moose,Intra-State,Mock Delhi Transmission Utility,Planned,September 2029,RTM,MOCK-NIP-00787,No,September 2029,,,,,,"Mock coordinates: Mayur Vihar (28.61000N, 77.30000E) to Ridge (28.68000N, 77.17000E)",400 kV (Planned),10787,Synthetic geometry constrained to approximate Delhi NCT study area,14.983,14.983,"LINESTRING (77.300000 28.610000, 77.227099 28.640223, 77.170000 28.680000)"
10788,20788,NR,Mock Okhla - Patparganj 765 kV D/C Line 0788,765 kV,3750,2518.6,11.511,2,AL 59 Zebra,Hexa,ISTS,Mock Powergrid Delhi,Commissioned,2018,RTM,MOCK-NIP-00788,No,2018,,,,,,"Mock coordinates: Okhla (28.53000N, 77.28000E) to Patparganj (28.63000N, 77.29000E)",765 kV (Commissioned),10788,Synthetic geometry constrained to approximate Delhi NCT study area,11.511,11.511,"LINESTRING (77.280000 28.530000, 77.284407 28.546634, 77.298706 28.576524, 77.292599 28.616089, 77.290000 28.630000)"
10789,20789,NR,Mock Bamnoli - Ridge 220 kV D/C Line 0789,220 kV,1000,0.0,23.598,2,AAAC,Twin,Intra-State,Mock North Delhi Transmission Co.,Planned,December 2026,TBCB,MOCK-NIP-00789,No,December 2026,,,,,,"Mock coordinates: Bamnoli (28.53000N, 77.00000E) to Ridge (28.68000N, 77.17000E)",220 kV (Planned),10789,Synthetic geometry constrained to approximate Delhi NCT study area,23.598,23.598,"LINESTRING (77.000000 28.530000, 77.067110 28.600685, 77.170000 28.680000)"
10790,20790,NR,Mock Punjabi Bagh - Wazirabad 220 kV D/C Line 0790,220 kV,1000,642.7,6.736,2,ACSR Moose,Twin,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2021,TBCB,MOCK-NIP-00790,No,2021,,,,,,"Mock coordinates: Punjabi Bagh (28.67000N, 77.13000E) to Wazirabad (28.71000N, 77.18000E)",220 kV (Commissioned),10790,Synthetic geometry constrained to approximate Delhi NCT study area,6.736,6.736,"LINESTRING (77.130000 28.670000, 77.147642 28.676817, 77.180000 28.710000)"
10791,20791,NR,Mock Mundka - Najafgarh 220 kV D/C Line 0791,220 kV,500,0.0,8.478,2,AAAC,Twin,Intra-State,Mock Delhi Transmission Utility,Under Bidding,June 2028,TBCB,MOCK-NIP-00791,No,June 2028,,,,,,"Mock coordinates: Mundka (28.68000N, 76.98000E) to Najafgarh (28.61000N, 76.98000E)",220 kV (Under Bidding),10791,Synthetic geometry constrained to approximate Delhi NCT study area,8.478,8.478,"LINESTRING (76.980000 28.680000, 76.962910 28.649549, 76.980000 28.610000)"
10792,20792,NR,Mock Wazirabad - Vasant Kunj 220 kV S/C Line 0792,220 kV,250,181.5,19.004,1,AAAC,Single,Intra-State,Mock Delhi Transmission Utility,Commissioned,2023,RTM,MOCK-NIP-00792,Yes,2023,1.0,Mock Delhi Transmission Utility,18.0,6.0,24.0,"Mock coordinates: Wazirabad (28.71000N, 77.18000E) to Vasant Kunj (28.54000N, 77.16000E)",220 kV (Commissioned),10792,Synthetic geometry constrained to approximate Delhi NCT study area,19.004,19.004,"LINESTRING (77.180000 28.710000, 77.168414 28.615933, 77.160000 28.540000)"
10793,20793,NR,Mock Sarita Vihar - Mayur Vihar 220 kV S/C Line 0793,220 kV,300,0.0,9.502,1,AAAC,Twin,Intra-State,Mock North Delhi Transmission Co.,Under Construction,September 2026,RTM,MOCK-NIP-00793,No,September 2026,,,,,,"Mock coordinates: Sarita Vihar (28.53000N, 77.30000E) to Mayur Vihar (28.61000N, 77.30000E)",220 kV (Under Construction),10793,Synthetic geometry constrained to approximate Delhi NCT study area,9.502,9.502,"LINESTRING (77.300000 28.530000, 77.282917 28.568028, 77.300000 28.610000)"
10794,20794,NR,Mock Rohini - Wazirabad 220 kV D/C Line 0794,220 kV,600,0.0,8.401,2,AAAC,Single,Intra-State,Mock North Delhi Transmission Co.,Under Construction,March 2028,TBCB,MOCK-NIP-00794,No,March 2028,,,,,,"Mock coordinates: Rohini (28.74000N, 77.11000E) to Wazirabad (28.71000N, 77.18000E)",220 kV (Under Construction),10794,Synthetic geometry constrained to approximate Delhi NCT study area,8.401,8.401,"LINESTRING (77.110000 28.740000, 77.120279 28.725676, 77.132037 28.713068, 77.161537 28.709359, 77.180000 28.710000)"
10795,20795,NR,Mock Pusa - Rohini 220 kV S/C Line 0795,220 kV,450,0.0,12.756,1,ACSR Zebra,Twin,Intra-State,Mock South Delhi Transmission Co.,Under Construction,March 2026,RTM,MOCK-NIP-00795,No,March 2026,,,,,,"Mock coordinates: Pusa (28.64000N, 77.17000E) to Rohini (28.74000N, 77.11000E)",220 kV (Under Construction),10795,Synthetic geometry constrained to approximate Delhi NCT study area,12.756,12.756,"LINESTRING (77.170000 28.640000, 77.168398 28.654088, 77.151317 28.688455, 77.121332 28.723696, 77.110000 28.740000)"
10796,20796,NR,Mock Mundka - Vasant Kunj 220 kV D/C Line 0796,220 kV,650,266.6,23.518,2,ACSR Zebra,Twin,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2018,TBCB,MOCK-NIP-00796,No,2018,,,,,,"Mock coordinates: Mundka (28.68000N, 76.98000E) to Vasant Kunj (28.54000N, 77.16000E)",220 kV (Commissioned),10796,Synthetic geometry constrained to approximate Delhi NCT study area,23.518,23.518,"LINESTRING (76.980000 28.680000, 77.063501 28.606626, 77.160000 28.540000)"
10797,20797,NR,Mock Dwarka - Vasant Kunj 220 kV D/C Line 0797,220 kV,900,424.0,14.141,2,AAAC,Twin,Intra-State,Mock Delhi Transmission Utility,Commissioned,2022,TBCB,MOCK-NIP-00797,Yes,2022,2.0,Mock Delhi Transmission Utility,24.0,6.0,24.0,"Mock coordinates: Dwarka (28.59000N, 77.03000E) to Vasant Kunj (28.54000N, 77.16000E)",220 kV (Commissioned),10797,Synthetic geometry constrained to approximate Delhi NCT study area,14.141,14.141,"LINESTRING (77.030000 28.590000, 77.097979 28.550215, 77.160000 28.540000)"
10798,20798,NR,Mock Sarita Vihar - Mahipalpur 220 kV D/C Line 0798,220 kV,650,0.0,16.931,2,ACSR Zebra,Twin,Intra-State,Mock South Delhi Transmission Co.,Under Construction,January 2028,TBCB,MOCK-NIP-00798,Yes,January 2028,2.0,Mock South Delhi Transmission Co.,18.0,4.0,24.0,"Mock coordinates: Sarita Vihar (28.53000N, 77.30000E) to Mahipalpur (28.55000N, 77.13000E)",220 kV (Under Construction),10798,Synthetic geometry constrained to approximate Delhi NCT study area,16.931,16.931,"LINESTRING (77.300000 28.530000, 77.270818 28.540944, 77.227054 28.547625, 77.162680 28.550974, 77.130000 28.550000)"
10799,20799,NR,Mock Vasant Kunj - Mahipalpur 220 kV S/C Line 0799,220 kV,300,157.4,4.489,1,ACSR Zebra,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2020,RTM,MOCK-NIP-00799,No,2020,,,,,,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Mahipalpur (28.55000N, 77.13000E)",220 kV (Commissioned),10799,Synthetic geometry constrained to approximate Delhi NCT study area,4.489,4.489,"LINESTRING (77.160000 28.540000, 77.158919 28.554536, 77.130000 28.550000)"
10800,20800,NR,Mock Okhla - Mahipalpur 220 kV D/C Line 0800,220 kV,600,0.0,14.891,2,AAAC,Single,Intra-State,Mock Delhi Transmission Utility,Under Construction,January 2026,TBCB,MOCK-NIP-00800,No,January 2026,,,,,,"Mock coordinates: Okhla (28.53000N, 77.28000E) to Mahipalpur (28.55000N, 77.13000E)",220 kV (Under Construction),10800,Synthetic geometry constrained to approximate Delhi NCT study area,14.891,14.891,"LINESTRING (77.280000 28.530000, 77.204985 28.546598, 77.130000 28.550000)"
10801,20801,NR,Mock Punjabi Bagh - Wazirabad 400 kV D/C Line 0801,400 kV,2350,0.0,6.601,2,ACSR Moose,Twin Moose,ISTS,Mock Inter-State Grid Delhi,Planned,June 2025,TBCB,MOCK-NIP-00801,Yes,June 2025,2.0,Mock Inter-State Grid Delhi,18.0,8.0,24.0,"Mock coordinates: Punjabi Bagh (28.67000N, 77.13000E) to Wazirabad (28.71000N, 77.18000E)",400 kV (Planned),10801,Synthetic geometry constrained to approximate Delhi NCT study area,6.601,6.601,"LINESTRING (77.130000 28.670000, 77.168839 28.700580, 77.180000 28.710000)"
10802,20802,NR,Mock Badarpur - Mahipalpur 400 kV S/C Line 0802,400 kV,700,351.4,17.626,1,ACSR Moose,Twin Moose,Intra-State,Mock Delhi Transmission Utility,Commissioned,2025,TBCB,MOCK-NIP-00802,Yes,2025,1.0,Mock Delhi Transmission Utility,24.0,6.0,12.0,"Mock coordinates: Badarpur (28.50000N, 77.30000E) to Mahipalpur (28.55000N, 77.13000E)",400 kV (Commissioned),10802,Synthetic geometry constrained to approximate Delhi NCT study area,17.626,17.626,"LINESTRING (77.300000 28.500000, 77.261898 28.505804, 77.207079 28.529609, 77.152680 28.542346, 77.130000 28.550000)"
10803,20803,NR,Mock Ridge - Mayur Vihar 220 kV S/C Line 0803,220 kV,300,0.0,14.937,1,AAAC,Single,Intra-State,Mock South Delhi Transmission Co.,Planned,September 2027,RTM,MOCK-NIP-00803,No,September 2027,,,,,,"Mock coordinates: Ridge (28.68000N, 77.17000E) to Mayur Vihar (28.61000N, 77.30000E)",220 kV (Planned),10803,Synthetic geometry constrained to approximate Delhi NCT study area,14.937,14.937,"LINESTRING (77.170000 28.680000, 77.186018 28.668293, 77.219278 28.650754, 77.266193 28.623454, 77.300000 28.610000)"
10804,20804,NR,Mock Dwarka - Okhla 220 kV D/C Line 0804,220 kV,600,0.0,25.423,2,AAAC,Single,Intra-State,Mock South Delhi Transmission Co.,Under Bidding,March 2028,RTM,MOCK-NIP-00804,No,March 2028,,,,,,"Mock coordinates: Dwarka (28.59000N, 77.03000E) to Okhla (28.53000N, 77.28000E)",220 kV (Under Bidding),10804,Synthetic geometry constrained to approximate Delhi NCT study area,25.423,25.423,"LINESTRING (77.030000 28.590000, 77.137879 28.553159, 77.280000 28.530000)"
10805,20805,NR,Mock Bawana - Najafgarh 220 kV S/C Line 0805,220 kV,450,220.6,22.23,1,ACSR Moose,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2024,RTM,MOCK-NIP-00805,Yes,2024,1.0,Mock North Delhi Transmission Co.,24.0,8.0,18.0,"Mock coordinates: Bawana (28.80000N, 77.05000E) to Najafgarh (28.61000N, 76.98000E)",220 kV (Commissioned),10805,Synthetic geometry constrained to approximate Delhi NCT study area,22.23,22.23,"LINESTRING (77.050000 28.800000, 77.010105 28.707941, 76.980000 28.610000)"
10806,20806,NR,Mock Vasant Kunj - Dwarka 220 kV D/C Line 0806,220 kV,600,0.0,14.071,2,ACSR Moose,Single,Intra-State,Mock Delhi Transmission Utility,Planned,September 2028,TBCB,MOCK-NIP-00806,No,September 2028,,,,,,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Dwarka (28.59000N, 77.03000E)",220 kV (Planned),10806,Synthetic geometry constrained to approximate Delhi NCT study area,14.071,14.071,"LINESTRING (77.160000 28.540000, 77.106312 28.572550, 77.030000 28.590000)"
10807,20807,NR,Mock Pusa - Najafgarh 765 kV S/C Line 0807,765 kV,1950,0.0,18.905,1,ACSR / AAAC / AL59,Quad,Intra-State,Mock Inter-State Grid Delhi,Under Construction,September 2025,RTM,MOCK-NIP-00807,No,September 2025,,,,,,"Mock coordinates: Pusa (28.64000N, 77.17000E) to Najafgarh (28.61000N, 76.98000E)",765 kV (Under Construction),10807,Synthetic geometry constrained to approximate Delhi NCT study area,18.905,18.905,"LINESTRING (77.170000 28.640000, 77.089031 28.620304, 76.980000 28.610000)"
10808,20808,NR,Mock Lodhi Road - Wazirabad 400 kV D/C Line 0808,400 kV,1400,613.2,13.957,2,ACSR Moose,Quad,ISTS,Mock Inter-State Grid Delhi,Commissioned,2023,TBCB,MOCK-NIP-00808,No,2023,,,,,,"Mock coordinates: Lodhi Road (28.59000N, 77.22000E) to Wazirabad (28.71000N, 77.18000E)",400 kV (Commissioned),10808,Synthetic geometry constrained to approximate Delhi NCT study area,13.957,13.957,"LINESTRING (77.220000 28.590000, 77.213852 28.617100, 77.200704 28.652264, 77.190123 28.692001, 77.180000 28.710000)"
10809,20809,NR,Mock Wazirabad - Mahipalpur 400 kV S/C Line 0809,400 kV,950,0.0,18.477,1,AL 59 Zebra,Twin Moose,Intra-State,Mock Delhi Transmission Utility,Under Construction,March 2027,TBCB,MOCK-NIP-00809,Yes,March 2027,1.0,Mock Delhi Transmission Utility,24.0,4.0,24.0,"Mock coordinates: Wazirabad (28.71000N, 77.18000E) to Mahipalpur (28.55000N, 77.13000E)",400 kV (Under Construction),10809,Synthetic geometry constrained to approximate Delhi NCT study area,18.477,18.477,"LINESTRING (77.180000 28.710000, 77.160057 28.628610, 77.130000 28.550000)"
10810,20810,NR,Mock Wazirabad - Bamnoli 765 kV D/C Line 0810,765 kV,4250,0.0,26.68,2,ACSR / AAAC / AL59,Hexa,ISTS,Mock Powergrid Delhi,Planned,June 2028,RTM,MOCK-NIP-00810,No,June 2028,,,,,,"Mock coordinates: Wazirabad (28.71000N, 77.18000E) to Bamnoli (28.53000N, 77.00000E)",765 kV (Planned),10810,Synthetic geometry constrained to approximate Delhi NCT study area,26.68,26.68,"LINESTRING (77.180000 28.710000, 77.138725 28.676889, 77.072846 28.605933, 77.020352 28.553618, 77.000000 28.530000)"
10811,20811,NR,Mock Shahdara - Punjabi Bagh 765 kV D/C Line 0811,765 kV,5350,2795.2,15.622,2,AL 59 Zebra,Hexa,Intra-State,Mock Inter-State Grid Delhi,Commissioned,2023,TBCB,MOCK-NIP-00811,No,2023,,,,,,"Mock coordinates: Shahdara (28.67000N, 77.29000E) to Punjabi Bagh (28.67000N, 77.13000E)",765 kV (Commissioned),10811,Synthetic geometry constrained to approximate Delhi NCT study area,15.622,15.622,"LINESTRING (77.290000 28.670000, 77.214868 28.672800, 77.130000 28.670000)"
10812,20812,NR,Mock Mayur Vihar - Rohini 220 kV D/C Line 0812,220 kV,600,298.1,23.584,2,ACSR Moose,Twin,Intra-State,Mock Delhi Transmission Utility,Commissioned,2023,RTM,MOCK-NIP-00812,No,2023,,,,,,"Mock coordinates: Mayur Vihar (28.61000N, 77.30000E) to Rohini (28.74000N, 77.11000E)",220 kV (Commissioned),10812,Synthetic geometry constrained to approximate Delhi NCT study area,23.584,23.584,"LINESTRING (77.300000 28.610000, 77.200679 28.688883, 77.110000 28.740000)"
10813,20813,NR,Mock Bamnoli - Pusa 400 kV D/C Line 0813,400 kV,1600,1130.2,21.111,2,AL 59 Zebra,Twin Moose,ISTS,Mock Inter-State Grid Delhi,Commissioned,2025,RTM,MOCK-NIP-00813,Yes,2025,2.0,Mock Inter-State Grid Delhi,18.0,8.0,18.0,"Mock coordinates: Bamnoli (28.53000N, 77.00000E) to Pusa (28.64000N, 77.17000E)",400 kV (Commissioned),10813,Synthetic geometry constrained to approximate Delhi NCT study area,21.111,21.111,"LINESTRING (77.000000 28.530000, 77.102424 28.571030, 77.170000 28.640000)"
10814,20814,NR,Mock Ridge - Sarita Vihar 220 kV S/C Line 0814,220 kV,450,0.0,21.038,1,ACSR Zebra,Single,Intra-State,Mock North Delhi Transmission Co.,Under Construction,June 2025,RTM,MOCK-NIP-00814,No,June 2025,,,,,,"Mock coordinates: Ridge (28.68000N, 77.17000E) to Sarita Vihar (28.53000N, 77.30000E)",220 kV (Under Construction),10814,Synthetic geometry constrained to approximate Delhi NCT study area,21.038,21.038,"LINESTRING (77.170000 28.680000, 77.245847 28.606070, 77.300000 28.530000)"
10815,20815,NR,Mock Punjabi Bagh - Okhla 220 kV D/C Line 0815,220 kV,550,389.5,21.378,2,ACSR Moose,Twin,Intra-State,Mock Delhi Transmission Utility,Commissioned,2022,TBCB,MOCK-NIP-00815,No,2022,,,,,,"Mock coordinates: Punjabi Bagh (28.67000N, 77.13000E) to Okhla (28.53000N, 77.28000E)",220 kV (Commissioned),10815,Synthetic geometry constrained to approximate Delhi NCT study area,21.378,21.378,"LINESTRING (77.130000 28.670000, 77.202362 28.605604, 77.280000 28.530000)"
10816,20816,NR,Mock Najafgarh - Mundka 220 kV D/C Line 0816,220 kV,850,0.0,7.866,2,AAAC,Twin,Intra-State,Mock Delhi Transmission Utility,Under Bidding,December 2029,RTM,MOCK-NIP-00816,Yes,December 2029,2.0,Mock Delhi Transmission Utility,12.0,8.0,18.0,"Mock coordinates: Najafgarh (28.61000N, 76.98000E) to Mundka (28.68000N, 76.98000E)",220 kV (Under Bidding),10816,Synthetic geometry constrained to approximate Delhi NCT study area,7.866,7.866,"LINESTRING (76.980000 28.610000, 76.974243 28.650491, 76.980000 28.680000)"
10817,20817,NR,Mock Badarpur - Punjabi Bagh 220 kV S/C Line 0817,220 kV,400,288.9,25.162,1,ACSR Zebra,Single,Intra-State,Mock Delhi Transmission Utility,Commissioned,2019,TBCB,MOCK-NIP-00817,No,2019,,,,,,"Mock coordinates: Badarpur (28.50000N, 77.30000E) to Punjabi Bagh (28.67000N, 77.13000E)",220 kV (Commissioned),10817,Synthetic geometry constrained to approximate Delhi NCT study area,25.162,25.162,"LINESTRING (77.300000 28.500000, 77.212479 28.591252, 77.130000 28.670000)"
10818,20818,NR,Mock Mahipalpur - Patparganj 220 kV S/C Line 0818,220 kV,450,288.5,18.094,1,ACSR Zebra,Single,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2024,TBCB,MOCK-NIP-00818,No,2024,,,,,,"Mock coordinates: Mahipalpur (28.55000N, 77.13000E) to Patparganj (28.63000N, 77.29000E)",220 kV (Commissioned),10818,Synthetic geometry constrained to approximate Delhi NCT study area,18.094,18.094,"LINESTRING (77.130000 28.550000, 77.162815 28.559725, 77.209087 28.590213, 77.255970 28.611111, 77.290000 28.630000)"
10819,20819,NR,Mock Wazirabad - Ridge 400 kV D/C Line 0819,400 kV,2100,1263.5,4.707,2,AL 59 Zebra,Quad,ISTS,Mock Delhi Transmission Utility,Commissioned,2018,RTM,MOCK-NIP-00819,Yes,2018,2.0,Mock Delhi Transmission Utility,18.0,6.0,12.0,"Mock coordinates: Wazirabad (28.71000N, 77.18000E) to Ridge (28.68000N, 77.17000E)",400 kV (Commissioned),10819,Synthetic geometry constrained to approximate Delhi NCT study area,4.707,4.707,"LINESTRING (77.180000 28.710000, 77.158431 28.686073, 77.170000 28.680000)"
10820,20820,NR,Mock Mayur Vihar - Ridge 220 kV S/C Line 0820,220 kV,450,179.6,14.884,1,AAAC,Twin,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2019,RTM,MOCK-NIP-00820,Yes,2019,1.0,Mock South Delhi Transmission Co.,36.0,2.0,24.0,"Mock coordinates: Mayur Vihar (28.61000N, 77.30000E) to Ridge (28.68000N, 77.17000E)",220 kV (Commissioned),10820,Synthetic geometry constrained to approximate Delhi NCT study area,14.884,14.884,"LINESTRING (77.300000 28.610000, 77.224688 28.649921, 77.170000 28.680000)"
10821,20821,NR,Mock Najafgarh - Mundka 400 kV D/C Line 0821,400 kV,2200,1128.0,7.835,2,ACSR Moose,Quad,ISTS,Mock Inter-State Grid Delhi,Commissioned,2023,RTM,MOCK-NIP-00821,No,2023,,,,,,"Mock coordinates: Najafgarh (28.61000N, 76.98000E) to Mundka (28.68000N, 76.98000E)",400 kV (Commissioned),10821,Synthetic geometry constrained to approximate Delhi NCT study area,7.835,7.835,"LINESTRING (76.980000 28.610000, 76.984570 28.642405, 76.980000 28.680000)"
10822,20822,NR,Mock Punjabi Bagh - Bamnoli 400 kV D/C Line 0822,400 kV,2400,0.0,20.299,2,ACSR Zebra,Quad,ISTS,Mock Delhi Transmission Utility,Under Construction,September 2025,RTM,MOCK-NIP-00822,No,September 2025,,,,,,"Mock coordinates: Punjabi Bagh (28.67000N, 77.13000E) to Bamnoli (28.53000N, 77.00000E)",400 kV (Under Construction),10822,Synthetic geometry constrained to approximate Delhi NCT study area,20.299,20.299,"LINESTRING (77.130000 28.670000, 77.073950 28.588820, 77.000000 28.530000)"
10823,20823,NR,Mock Shahdara - Rohini 400 kV S/C Line 0823,400 kV,700,284.7,19.256,1,ACSR Zebra,Quad,Intra-State,Mock Inter-State Grid Delhi,Commissioned,2023,TBCB,MOCK-NIP-00823,No,2023,,,,,,"Mock coordinates: Shahdara (28.67000N, 77.29000E) to Rohini (28.74000N, 77.11000E)",400 kV (Commissioned),10823,Synthetic geometry constrained to approximate Delhi NCT study area,19.256,19.256,"LINESTRING (77.290000 28.670000, 77.202221 28.711134, 77.110000 28.740000)"
10824,20824,NR,Mock Mayur Vihar - Shahdara 220 kV S/C Line 0824,220 kV,400,301.1,6.745,1,ACSR Moose,Twin,Intra-State,Mock Delhi Transmission Utility,Commissioned,2022,TBCB,MOCK-NIP-00824,No,2022,,,,,,"Mock coordinates: Mayur Vihar (28.61000N, 77.30000E) to Shahdara (28.67000N, 77.29000E)",220 kV (Commissioned),10824,Synthetic geometry constrained to approximate Delhi NCT study area,6.745,6.745,"LINESTRING (77.300000 28.610000, 77.294560 28.647723, 77.290000 28.670000)"
10825,20825,NR,Mock Vasant Kunj - Punjabi Bagh 220 kV S/C Line 0825,220 kV,400,272.8,14.81,1,ACSR Moose,Single,Intra-State,Mock North Delhi Transmission Co.,Commissioned,2024,RTM,MOCK-NIP-00825,No,2024,,,,,,"Mock coordinates: Vasant Kunj (28.54000N, 77.16000E) to Punjabi Bagh (28.67000N, 77.13000E)",220 kV (Commissioned),10825,Synthetic geometry constrained to approximate Delhi NCT study area,14.81,14.81,"LINESTRING (77.160000 28.540000, 77.135202 28.617805, 77.130000 28.670000)"
10826,20826,NR,Mock Dwarka - Najafgarh 220 kV S/C Line 0826,220 kV,400,277.4,5.953,1,AAAC,Twin,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2020,TBCB,MOCK-NIP-00826,No,2020,,,,,,"Mock coordinates: Dwarka (28.59000N, 77.03000E) to Najafgarh (28.61000N, 76.98000E)",220 kV (Commissioned),10826,Synthetic geometry constrained to approximate Delhi NCT study area,5.953,5.953,"LINESTRING (77.030000 28.590000, 77.027290 28.598029, 77.015881 28.605650, 76.993193 28.604931, 76.980000 28.610000)"
10827,20827,NR,Mock Mayur Vihar - Okhla 220 kV D/C Line 0827,220 kV,850,0.0,9.354,2,ACSR Moose,Single,Intra-State,Mock North Delhi Transmission Co.,Under Bidding,December 2028,RTM,MOCK-NIP-00827,Yes,December 2028,2.0,Mock North Delhi Transmission Co.,24.0,8.0,12.0,"Mock coordinates: Mayur Vihar (28.61000N, 77.30000E) to Okhla (28.53000N, 77.28000E)",220 kV (Under Bidding),10827,Synthetic geometry constrained to approximate Delhi NCT study area,9.354,9.354,"LINESTRING (77.300000 28.610000, 77.294113 28.596285, 77.280843 28.569530, 77.276051 28.545107, 77.280000 28.530000)"
10828,20828,NR,Mock Mahipalpur - Wazirabad 220 kV D/C Line 0828,220 kV,550,426.6,18.699,2,ACSR Zebra,Single,Intra-State,Mock Delhi Transmission Utility,Commissioned,2019,RTM,MOCK-NIP-00828,Yes,2019,2.0,Mock Delhi Transmission Utility,24.0,2.0,24.0,"Mock coordinates: Mahipalpur (28.55000N, 77.13000E) to Wazirabad (28.71000N, 77.18000E)",220 kV (Commissioned),10828,Synthetic geometry constrained to approximate Delhi NCT study area,18.699,18.699,"LINESTRING (77.130000 28.550000, 77.172337 28.633843, 77.180000 28.710000)"
10829,20829,NR,Mock Pusa - Mahipalpur 220 kV S/C Line 0829,220 kV,350,0.0,10.852,1,AAAC,Single,Intra-State,Mock South Delhi Transmission Co.,Under Bidding,June 2027,RTM,MOCK-NIP-00829,Yes,June 2027,1.0,Mock South Delhi Transmission Co.,36.0,4.0,12.0,"Mock coordinates: Pusa (28.64000N, 77.17000E) to Mahipalpur (28.55000N, 77.13000E)",220 kV (Under Bidding),10829,Synthetic geometry constrained to approximate Delhi NCT study area,10.852,10.852,"LINESTRING (77.170000 28.640000, 77.136587 28.582877, 77.130000 28.550000)"
10830,20830,NR,Mock Bamnoli - Pusa 220 kV S/C Line 0830,220 kV,450,200.4,20.639,1,ACSR Moose,Twin,Intra-State,Mock South Delhi Transmission Co.,Commissioned,2018,TBCB,MOCK-NIP-00830,No,2018,,,,,,"Mock coordinates: Bamnoli (28.53000N, 77.00000E) to Pusa (28.64000N, 77.17000E)",220 kV (Commissioned),10830,Synthetic geometry constrained to approximate Delhi NCT study area,20.639,20.639,"LINESTRING (77.000000 28.530000, 77.088732 28.592552, 77.170000 28.640000)"
